date,time_of_day,day_of_week,borough,location,temperature,humidity,weather,vehicle_type,avg_speed_kmph,vehicle_count,accidents_reported,road_condition_score,holiday_flag,congestion_level
2023-05-04 01:00:00,Morning,Thursday,Bronx,Industrial,29.6,78,Foggy,Motorbike,34.8,179,4,2,1,MEDIUM
2023-05-04 02:00:00,Night,Saturday,Bronx,Airport,29.6,63,Stormy,Bicycle,34.1,2328,4,2,0,MEDIUM
2023-05-04 03:00:00,Evening,Tuesday,Brooklyn,Industrial,29.3,53,Cloudy,Bicycle,20.8,1064,1,3,0,MEDIUM
2023-05-04 04:00:00,Morning,Monday,Bronx,Market,37.6,45,Cloudy,Bus,10.2,640,2,1,0,HIGH
2023-05-04 05:00:00,Evening,Thursday,Brooklyn,Uptown,32.5,68,Clear,Truck,63.7,4169,1,2,1,HIGH
2023-05-04 06:00:00,Afternoon,Monday,Manhattan,Uptown,16.4,79,Stormy,Truck,21.6,4875,3,3,0,MEDIUM
2023-05-04 07:00:00,Afternoon,Wednesday,Staten Island,Airport,30.1,92,Cloudy,Bus,75.2,4983,4,1,0,HIGH
2023-05-04 08:00:00,Morning,Monday,Brooklyn,Highway,27.0,28,Foggy,Bus,25.4,1201,2,6,1,MEDIUM
2023-05-04 09:00:00,Night,Friday,Staten Island,Industrial,20.5,34,Windy,Bus,30.6,4256,0,6,0,MEDIUM
2023-05-04 10:00:00,Night,Friday,Staten Island,Airport,36.4,33,Stormy,Truck,33.4,4143,1,6,0,MEDIUM
2023-05-04 11:00:00,Evening,Sunday,Queens,Downtown,36.1,49,Windy,Car,13.0,769,0,7,0,HIGH
2023-05-04 12:00:00,Evening,Thursday,Manhattan,Highway,20.9,28,Clear,Bus,15.4,3157,2,8,0,HIGH
2023-05-04 13:00:00,Evening,Tuesday,Bronx,Airport,40.9,83,Clear,Bicycle,14.1,2191,2,3,0,MEDIUM
2023-05-04 14:00:00,Evening,Wednesday,Queens,Industrial,39.8,87,Clear,Motorbike,21.7,3780,0,7,0,MEDIUM
2023-05-04 15:00:00,Evening,Friday,Manhattan,Market,16.5,28,Foggy,Bus,68.2,3316,2,3,0,HIGH
2023-05-04 16:00:00,Evening,Tuesday,Bronx,Airport,21.4,61,Foggy,Truck,37.2,4578,2,1,1,MEDIUM
2023-05-04 17:00:00,Evening,Friday,Staten Island,Uptown,18.2,51,Foggy,Truck,71.8,1780,4,5,0,MEDIUM
2023-05-04 18:00:00,Night,Thursday,Brooklyn,Market,28.0,62,Stormy,Car,69.9,247,2,6,0,LOW
2023-05-04 19:00:00,Night,Friday,Staten Island,Highway,19.4,27,Clear,Car,33.5,432,4,2,0,MEDIUM
2023-05-04 20:00:00,Afternoon,Thursday,Staten Island,Suburb,37.9,67,Cloudy,Motorbike,54.4,4705,0,2,0,HIGH
2023-05-04 21:00:00,Night,Friday,Brooklyn,Highway,32.9,25,Windy,Car,41.0,616,0,7,0,LOW
2023-05-04 22:00:00,Morning,Sunday,Brooklyn,Airport,25.7,45,Rainy,Bicycle,66.7,752,1,9,0,LOW
2023-05-04 23:00:00,Morning,Saturday,Brooklyn,Suburb,28.9,47,Rainy,Truck,46.2,3453,0,6,0,HIGH
2023-05-05 00:00:00,Evening,Monday,Manhattan,Airport,26.2,45,Stormy,Car,45.5,2822,3,8,0,MEDIUM
2023-05-05 01:00:00,Night,Saturday,Queens,Highway,38.9,75,Foggy,Car,52.9,1708,4,8,1,MEDIUM
2023-05-05 02:00:00,Morning,Saturday,Bronx,Uptown,22.7,87,Clear,Car,34.4,1967,1,2,0,MEDIUM
2023-05-05 03:00:00,Morning,Saturday,Bronx,Industrial,26.0,28,Windy,Bus,12.1,1880,1,7,0,MEDIUM
2023-05-05 04:00:00,Morning,Thursday,Staten Island,Downtown,20.1,50,Windy,Car,39.8,521,2,8,1,MEDIUM
2023-05-05 05:00:00,Morning,Thursday,Brooklyn,Market,39.4,46,Rainy,Truck,48.7,1768,0,4,0,MEDIUM
2023-05-05 06:00:00,Morning,Friday,Brooklyn,Downtown,26.0,42,Stormy,Bicycle,54.9,1267,4,7,0,MEDIUM
2023-05-05 07:00:00,Night,Thursday,Queens,Suburb,41.7,63,Foggy,Bicycle,48.7,1709,3,8,1,MEDIUM
2023-05-05 08:00:00,Morning,Saturday,Manhattan,Industrial,23.1,90,Cloudy,Truck,47.7,3416,4,3,0,HIGH
2023-05-05 09:00:00,Afternoon,Tuesday,Queens,Airport,21.5,67,Rainy,Motorbike,66.6,3609,4,5,1,HIGH
2023-05-05 10:00:00,Morning,Friday,Staten Island,Downtown,29.1,29,Stormy,Car,45.3,989,0,3,1,LOW
2023-05-05 11:00:00,Morning,Saturday,Bronx,Highway,23.4,92,Rainy,Bus,62.2,3159,4,7,0,HIGH
2023-05-05 12:00:00,Afternoon,Saturday,Manhattan,Downtown,38.6,93,Rainy,Car,39.1,555,3,7,0,MEDIUM
2023-05-05 13:00:00,Afternoon,Tuesday,Bronx,Uptown,17.0,65,Rainy,Car,72.5,4068,2,1,1,HIGH
2023-05-05 14:00:00,Morning,Monday,Staten Island,Uptown,31.0,33,Cloudy,Bicycle,56.0,2498,1,7,1,MEDIUM
2023-05-05 15:00:00,Afternoon,Friday,Brooklyn,Industrial,21.8,85,Stormy,Truck,19.1,343,3,7,0,HIGH
2023-05-05 16:00:00,Night,Thursday,Manhattan,Suburb,41.8,40,Cloudy,Car,63.6,2416,3,8,0,MEDIUM
2023-05-05 17:00:00,Afternoon,Sunday,Staten Island,Highway,33.9,66,Cloudy,Bus,48.8,2055,3,6,0,MEDIUM
2023-05-05 18:00:00,Evening,Friday,Bronx,Suburb,20.5,43,Rainy,Car,78.9,1857,0,3,0,MEDIUM
2023-05-05 19:00:00,Night,Thursday,Manhattan,Airport,37.3,44,Windy,Bus,15.8,4336,2,4,0,HIGH
2023-05-05 20:00:00,Evening,Wednesday,Manhattan,Suburb,37.9,90,Rainy,Truck,46.1,3721,0,7,0,HIGH
2023-05-05 21:00:00,Evening,Friday,Bronx,Airport,26.5,54,Windy,Bicycle,60.4,3343,2,8,0,HIGH
2023-05-05 22:00:00,Morning,Monday,Brooklyn,Industrial,15.1,39,Rainy,Bicycle,15.2,4120,2,6,1,HIGH
2023-05-05 23:00:00,Afternoon,Wednesday,Manhattan,Market,26.9,59,Stormy,Motorbike,34.9,2641,3,2,1,MEDIUM
2023-05-06 00:00:00,Night,Sunday,Brooklyn,Downtown,21.3,88,Windy,Bicycle,33.7,4204,4,2,1,MEDIUM
2023-05-06 01:00:00,Night,Monday,Manhattan,Highway,34.6,26,Clear,Motorbike,44.6,2510,2,2,0,MEDIUM
2023-05-06 02:00:00,Morning,Sunday,Staten Island,Uptown,20.5,80,Cloudy,Motorbike,63.8,2845,4,3,0,MEDIUM
2023-05-06 03:00:00,Afternoon,Sunday,Manhattan,Market,41.0,79,Foggy,Car,49.7,2609,0,6,0,MEDIUM
2023-05-06 04:00:00,Night,Thursday,Manhattan,Industrial,19.3,64,Stormy,Truck,55.3,1920,3,7,0,MEDIUM
2023-05-06 05:00:00,Evening,Saturday,Queens,Downtown,21.8,79,Cloudy,Motorbike,49.4,430,4,8,0,LOW
2023-05-06 06:00:00,Evening,Friday,Queens,Industrial,28.6,56,Rainy,Bus,18.9,113,0,3,1,HIGH
2023-05-06 07:00:00,Night,Tuesday,Bronx,Downtown,29.1,26,Rainy,Bus,33.8,1342,2,4,0,MEDIUM
2023-05-06 08:00:00,Afternoon,Friday,Queens,Market,40.7,88,Clear,Motorbike,60.4,588,1,1,0,LOW
2023-05-06 09:00:00,Evening,Wednesday,Staten Island,Downtown,41.7,80,Windy,Truck,67.4,622,2,2,0,LOW
2023-05-06 10:00:00,Morning,Friday,Manhattan,Highway,40.4,53,Clear,Bicycle,10.3,3019,0,3,0,HIGH
2023-05-06 11:00:00,Night,Tuesday,Bronx,Highway,30.7,41,Cloudy,Motorbike,33.9,3886,3,9,0,MEDIUM
2023-05-06 12:00:00,Afternoon,Wednesday,Staten Island,Market,40.2,87,Stormy,Car,70.6,337,3,6,0,LOW
2023-05-06 13:00:00,Afternoon,Monday,Manhattan,Airport,32.2,49,Clear,Bicycle,17.5,959,2,7,0,HIGH
2023-05-06 14:00:00,Morning,Wednesday,Manhattan,Airport,17.6,91,Foggy,Motorbike,60.2,2591,2,8,0,MEDIUM
2023-05-06 15:00:00,Evening,Monday,Manhattan,Market,36.6,66,Cloudy,Bicycle,30.0,1378,4,2,0,MEDIUM
2023-05-06 16:00:00,Afternoon,Monday,Bronx,Highway,15.7,91,Stormy,Truck,47.2,1194,0,6,0,MEDIUM
2023-05-06 17:00:00,Night,Thursday,Manhattan,Uptown,41.0,56,Clear,Car,51.4,1015,0,7,0,MEDIUM
2023-05-06 18:00:00,Afternoon,Friday,Manhattan,Industrial,22.1,79,Stormy,Truck,18.7,2540,3,6,0,MEDIUM
2023-05-06 19:00:00,Afternoon,Tuesday,Brooklyn,Highway,22.2,52,Cloudy,Motorbike,62.4,600,0,4,1,LOW
2023-05-06 20:00:00,Morning,Sunday,Staten Island,Suburb,27.0,54,Rainy,Bus,41.6,3775,2,1,0,HIGH
2023-05-06 21:00:00,Morning,Monday,Queens,Suburb,18.7,49,Cloudy,Bicycle,34.6,2109,4,9,0,MEDIUM
2023-05-06 22:00:00,Afternoon,Friday,Staten Island,Market,19.2,37,Cloudy,Car,65.3,1725,3,7,0,MEDIUM
2023-05-06 23:00:00,Afternoon,Tuesday,Bronx,Industrial,18.6,40,Rainy,Motorbike,37.0,1375,2,4,0,MEDIUM
2023-05-07 00:00:00,Night,Saturday,Bronx,Suburb,19.1,51,Cloudy,Motorbike,62.0,708,4,2,0,LOW
2023-05-07 01:00:00,Evening,Friday,Bronx,Market,25.7,28,Windy,Car,61.9,1037,3,1,0,MEDIUM
2023-05-07 02:00:00,Evening,Monday,Brooklyn,Highway,23.3,28,Windy,Truck,14.8,2297,4,4,0,MEDIUM
2023-05-07 03:00:00,Night,Sunday,Queens,Uptown,16.8,37,Stormy,Motorbike,74.5,3664,4,9,0,HIGH
2023-05-07 04:00:00,Afternoon,Thursday,Brooklyn,Market,19.5,64,Cloudy,Truck,33.8,1449,4,9,0,MEDIUM
2023-05-07 05:00:00,Night,Monday,Staten Island,Airport,22.6,64,Windy,Car,29.1,4305,4,8,0,MEDIUM
2023-05-07 06:00:00,Night,Wednesday,Queens,Suburb,29.2,77,Foggy,Car,48.2,2688,4,9,0,MEDIUM
2023-05-07 07:00:00,Evening,Thursday,Staten Island,Market,28.7,48,Cloudy,Bicycle,40.3,2304,1,6,0,MEDIUM
2023-05-07 08:00:00,Afternoon,Saturday,Manhattan,Highway,17.6,41,Cloudy,Bus,48.6,4950,2,9,0,HIGH
2023-05-07 09:00:00,Afternoon,Friday,Queens,Industrial,39.3,33,Stormy,Car,17.9,3336,0,9,0,HIGH
2023-05-07 10:00:00,Night,Saturday,Manhattan,Highway,28.2,83,Clear,Truck,15.7,4865,3,8,0,HIGH
2023-05-07 11:00:00,Afternoon,Saturday,Manhattan,Market,29.9,86,Cloudy,Bus,74.0,3596,2,1,0,HIGH
2023-05-07 12:00:00,Morning,Friday,Bronx,Uptown,17.2,81,Clear,Car,78.6,2930,2,9,0,MEDIUM
2023-05-07 13:00:00,Night,Tuesday,Manhattan,Uptown,23.1,27,Cloudy,Bicycle,23.4,1621,3,9,0,MEDIUM
2023-05-07 14:00:00,Night,Monday,Brooklyn,Airport,34.3,85,Windy,Motorbike,36.5,3936,2,5,0,MEDIUM
2023-05-07 15:00:00,Evening,Thursday,Bronx,Uptown,39.3,59,Foggy,Bicycle,22.5,2780,4,1,0,MEDIUM
2023-05-07 16:00:00,Evening,Sunday,Staten Island,Industrial,32.4,66,Rainy,Car,76.5,672,0,5,0,LOW
2023-05-07 17:00:00,Evening,Monday,Brooklyn,Suburb,26.7,28,Windy,Bus,66.9,4973,0,8,1,HIGH
2023-05-07 18:00:00,Morning,Friday,Brooklyn,Market,33.9,74,Stormy,Motorbike,60.2,1578,4,6,0,MEDIUM
2023-05-07 19:00:00,Morning,Friday,Queens,Uptown,24.0,90,Clear,Bicycle,60.2,636,1,5,0,LOW
2023-05-07 20:00:00,Evening,Saturday,Queens,Industrial,18.0,52,Rainy,Truck,24.7,556,3,6,1,MEDIUM
2023-05-07 21:00:00,Morning,Tuesday,Manhattan,Market,31.9,80,Windy,Motorbike,60.8,4363,2,5,1,HIGH
2023-05-07 22:00:00,Night,Saturday,Manhattan,Industrial,28.7,82,Rainy,Car,77.2,4398,4,2,0,HIGH
2023-05-07 23:00:00,Afternoon,Wednesday,Staten Island,Suburb,22.7,85,Stormy,Bus,32.7,1267,1,5,0,MEDIUM
2023-05-08 00:00:00,Afternoon,Saturday,Manhattan,Highway,40.1,82,Foggy,Bicycle,30.8,1595,4,3,0,MEDIUM
2023-05-08 01:00:00,Night,Sunday,Bronx,Suburb,22.0,40,Stormy,Car,26.4,4819,4,6,1,MEDIUM
2023-05-08 02:00:00,Afternoon,Saturday,Brooklyn,Market,27.7,83,Stormy,Truck,52.4,1846,1,2,0,MEDIUM
2023-05-08 03:00:00,Evening,Friday,Queens,Highway,38.9,49,Clear,Truck,72.1,3609,4,3,0,HIGH
2023-05-08 04:00:00,Night,Monday,Brooklyn,Uptown,28.0,93,Stormy,Motorbike,63.3,3931,0,7,0,HIGH
2023-05-08 05:00:00,Morning,Tuesday,Brooklyn,Downtown,25.9,72,Clear,Truck,68.6,1145,3,6,0,MEDIUM
2023-05-08 06:00:00,Afternoon,Thursday,Staten Island,Downtown,26.6,69,Windy,Motorbike,50.0,2164,4,9,0,MEDIUM
2023-05-08 07:00:00,Evening,Thursday,Manhattan,Downtown,21.9,42,Rainy,Car,55.6,3916,1,1,0,HIGH
2023-05-08 08:00:00,Evening,Monday,Staten Island,Airport,40.4,73,Cloudy,Bicycle,30.9,4648,3,2,0,MEDIUM
2023-05-08 09:00:00,Night,Friday,Queens,Highway,36.1,48,Clear,Car,42.8,2144,4,7,0,MEDIUM
2023-05-08 10:00:00,Night,Sunday,Queens,Downtown,15.7,58,Clear,Truck,70.9,3816,2,2,1,HIGH
2023-05-08 11:00:00,Afternoon,Monday,Brooklyn,Industrial,34.0,79,Rainy,Bus,15.1,226,1,9,1,HIGH
2023-05-08 12:00:00,Evening,Friday,Staten Island,Market,20.5,45,Foggy,Bus,11.0,1818,4,5,0,MEDIUM
2023-05-08 13:00:00,Morning,Sunday,Manhattan,Suburb,40.1,77,Windy,Bus,48.9,1905,4,7,0,MEDIUM
2023-05-08 14:00:00,Evening,Saturday,Queens,Uptown,29.5,79,Cloudy,Bicycle,50.6,1945,2,5,0,MEDIUM
2023-05-08 15:00:00,Evening,Friday,Bronx,Suburb,39.4,71,Stormy,Car,73.5,3574,4,3,0,HIGH
2023-05-08 16:00:00,Evening,Monday,Brooklyn,Suburb,21.4,25,Windy,Truck,20.5,792,3,3,0,MEDIUM
2023-05-08 17:00:00,Morning,Wednesday,Bronx,Airport,41.0,64,Windy,Car,26.6,1519,4,5,1,MEDIUM
2023-05-08 18:00:00,Night,Sunday,Staten Island,Industrial,24.3,65,Windy,Bicycle,40.1,1121,3,1,0,MEDIUM
2023-05-08 19:00:00,Morning,Wednesday,Bronx,Suburb,27.2,90,Cloudy,Motorbike,13.5,1112,0,6,0,MEDIUM
2023-05-08 20:00:00,Evening,Friday,Bronx,Downtown,24.8,94,Stormy,Truck,49.4,2677,0,3,0,MEDIUM
2023-05-08 21:00:00,Evening,Tuesday,Queens,Uptown,22.3,73,Foggy,Bus,43.2,2039,3,5,1,MEDIUM
2023-05-08 22:00:00,Afternoon,Thursday,Brooklyn,Industrial,23.6,58,Clear,Motorbike,22.3,344,1,7,0,MEDIUM
2023-05-08 23:00:00,Afternoon,Thursday,Brooklyn,Industrial,27.0,47,Stormy,Bus,56.2,702,1,3,0,LOW
2023-05-09 00:00:00,Evening,Friday,Bronx,Uptown,40.0,36,Cloudy,Bus,73.0,3303,1,9,0,HIGH
2023-05-09 01:00:00,Evening,Sunday,Manhattan,Airport,18.9,36,Foggy,Truck,65.2,4464,3,7,0,HIGH
2023-05-09 02:00:00,Night,Wednesday,Manhattan,Airport,26.3,59,Foggy,Bus,76.5,4419,1,2,1,HIGH
2023-05-09 03:00:00,Morning,Thursday,Manhattan,Industrial,38.9,77,Rainy,Motorbike,24.7,4802,2,5,0,MEDIUM
2023-05-09 04:00:00,Morning,Monday,Staten Island,Industrial,16.0,77,Windy,Car,68.5,4399,0,8,0,HIGH
2023-05-09 05:00:00,Afternoon,Friday,Manhattan,Industrial,25.3,37,Windy,Truck,12.5,4228,0,4,1,HIGH
2023-05-09 06:00:00,Evening,Saturday,Queens,Airport,39.2,57,Rainy,Truck,73.5,2378,3,1,1,MEDIUM
2023-05-09 07:00:00,Evening,Wednesday,Staten Island,Industrial,24.7,39,Stormy,Truck,45.0,757,4,1,0,LOW
2023-05-09 08:00:00,Morning,Monday,Staten Island,Suburb,25.2,55,Clear,Car,30.1,1906,0,1,0,MEDIUM
2023-05-09 09:00:00,Morning,Sunday,Bronx,Airport,31.4,63,Clear,Car,60.8,3014,0,1,0,HIGH
2023-05-09 10:00:00,Night,Saturday,Staten Island,Highway,22.5,75,Cloudy,Car,14.4,4443,0,6,0,HIGH
2023-05-09 11:00:00,Morning,Monday,Queens,Market,28.4,86,Foggy,Truck,56.9,4337,2,1,1,HIGH
2023-05-09 12:00:00,Morning,Friday,Queens,Industrial,38.6,60,Rainy,Bicycle,11.4,4572,0,5,0,HIGH
2023-05-09 13:00:00,Night,Thursday,Brooklyn,Industrial,30.7,62,Rainy,Bicycle,50.0,1346,0,9,0,MEDIUM
2023-05-09 14:00:00,Night,Friday,Queens,Industrial,35.3,69,Foggy,Car,51.3,2724,4,2,0,MEDIUM
2023-05-09 15:00:00,Afternoon,Sunday,Bronx,Airport,27.6,94,Stormy,Truck,54.8,1108,0,9,1,MEDIUM
2023-05-09 16:00:00,Afternoon,Saturday,Staten Island,Suburb,39.1,64,Cloudy,Bicycle,29.7,1706,4,8,0,MEDIUM
2023-05-09 17:00:00,Night,Tuesday,Queens,Airport,18.9,53,Rainy,Motorbike,40.0,4261,0,4,0,MEDIUM
2023-05-09 18:00:00,Evening,Saturday,Brooklyn,Highway,36.0,42,Rainy,Car,45.9,3761,3,7,0,HIGH
2023-05-09 19:00:00,Afternoon,Wednesday,Manhattan,Highway,27.7,56,Windy,Bus,47.9,1222,3,2,1,MEDIUM
2023-05-09 20:00:00,Evening,Wednesday,Staten Island,Suburb,32.9,88,Foggy,Motorbike,44.3,3828,3,3,0,HIGH
2023-05-09 21:00:00,Night,Thursday,Queens,Market,39.3,25,Rainy,Bus,36.2,3438,3,9,0,MEDIUM
2023-05-09 22:00:00,Night,Tuesday,Bronx,Market,16.8,88,Cloudy,Motorbike,21.9,2843,2,2,0,MEDIUM
2023-05-09 23:00:00,Night,Wednesday,Bronx,Industrial,34.2,68,Clear,Truck,71.4,3329,1,7,0,HIGH
2023-05-10 00:00:00,Night,Wednesday,Brooklyn,Airport,24.3,84,Windy,Motorbike,50.1,2168,3,5,0,MEDIUM
2023-05-10 01:00:00,Afternoon,Wednesday,Manhattan,Highway,31.4,80,Rainy,Bus,32.6,2313,4,3,0,MEDIUM
2023-05-10 02:00:00,Afternoon,Thursday,Brooklyn,Highway,24.5,33,Foggy,Truck,71.3,4407,3,4,0,HIGH
2023-05-10 03:00:00,Evening,Saturday,Brooklyn,Market,20.0,90,Clear,Car,59.0,1073,4,8,0,MEDIUM
2023-05-10 04:00:00,Night,Thursday,Manhattan,Market,33.5,63,Windy,Motorbike,67.1,2415,4,7,0,MEDIUM
2023-05-10 05:00:00,Night,Saturday,Queens,Downtown,23.3,66,Clear,Bicycle,21.8,4966,3,9,0,MEDIUM
2023-05-10 06:00:00,Morning,Sunday,Manhattan,Uptown,25.1,73,Foggy,Motorbike,59.7,4886,2,9,0,HIGH
2023-05-10 07:00:00,Morning,Thursday,Queens,Suburb,36.4,92,Clear,Bicycle,76.3,1239,3,9,0,MEDIUM
2023-05-10 08:00:00,Morning,Monday,Brooklyn,Highway,32.5,62,Stormy,Bus,49.8,4365,1,8,1,HIGH
2023-05-10 09:00:00,Afternoon,Sunday,Staten Island,Industrial,38.8,45,Cloudy,Truck,17.5,3480,1,6,1,HIGH
2023-05-10 10:00:00,Morning,Thursday,Queens,Market,35.3,78,Foggy,Bus,65.1,1218,3,7,0,MEDIUM
2023-05-10 11:00:00,Afternoon,Wednesday,Queens,Airport,33.5,74,Rainy,Motorbike,36.9,2821,0,8,0,MEDIUM
2023-05-10 12:00:00,Afternoon,Wednesday,Brooklyn,Downtown,20.2,78,Windy,Motorbike,50.5,4749,0,3,1,HIGH
2023-05-10 13:00:00,Evening,Sunday,Queens,Downtown,19.0,30,Rainy,Motorbike,68.3,1953,3,5,0,MEDIUM
2023-05-10 14:00:00,Night,Friday,Staten Island,Market,33.3,52,Stormy,Bicycle,37.6,2085,4,7,0,MEDIUM
2023-05-10 15:00:00,Morning,Friday,Bronx,Market,37.8,51,Clear,Truck,53.6,1365,0,8,0,MEDIUM
2023-05-10 16:00:00,Night,Thursday,Bronx,Suburb,17.5,85,Foggy,Truck,51.5,3924,3,4,1,HIGH
2023-05-10 17:00:00,Afternoon,Monday,Brooklyn,Airport,41.5,94,Clear,Truck,32.8,670,1,9,0,MEDIUM
2023-05-10 18:00:00,Evening,Sunday,Staten Island,Industrial,38.1,36,Stormy,Motorbike,70.1,536,3,7,0,LOW
2023-05-10 19:00:00,Afternoon,Monday,Brooklyn,Highway,38.8,45,Rainy,Motorbike,36.0,1698,2,4,0,MEDIUM
2023-05-10 20:00:00,Night,Thursday,Manhattan,Airport,40.6,76,Clear,Truck,45.0,3987,3,1,0,HIGH
2023-05-10 21:00:00,Evening,Wednesday,Bronx,Market,36.4,77,Windy,Truck,54.5,3717,1,9,1,HIGH
2023-05-10 22:00:00,Afternoon,Saturday,Bronx,Industrial,18.4,79,Rainy,Bicycle,59.7,3638,0,7,0,HIGH
2023-05-10 23:00:00,Evening,Tuesday,Queens,Uptown,19.8,64,Foggy,Bicycle,42.1,3111,2,7,0,HIGH
2023-05-11 00:00:00,Afternoon,Thursday,Manhattan,Industrial,19.5,29,Rainy,Bus,38.2,2033,0,5,0,MEDIUM
2023-05-11 01:00:00,Morning,Thursday,Staten Island,Airport,40.2,83,Cloudy,Truck,44.3,2956,4,4,0,MEDIUM
2023-05-11 02:00:00,Evening,Monday,Staten Island,Industrial,37.4,92,Foggy,Bicycle,51.1,4268,2,4,0,HIGH
2023-05-11 03:00:00,Night,Thursday,Queens,Highway,21.4,28,Rainy,Bicycle,24.7,4580,4,6,0,MEDIUM
2023-05-11 04:00:00,Night,Sunday,Brooklyn,Uptown,26.2,93,Rainy,Car,69.2,4032,2,2,0,HIGH
2023-05-11 05:00:00,Night,Thursday,Manhattan,Airport,38.1,34,Clear,Bicycle,65.1,966,0,6,0,LOW
2023-05-11 06:00:00,Evening,Saturday,Brooklyn,Market,28.1,89,Cloudy,Bicycle,11.8,3209,3,9,1,HIGH
2023-05-11 07:00:00,Morning,Wednesday,Manhattan,Highway,36.2,85,Clear,Truck,65.0,4909,0,9,0,HIGH
2023-05-11 08:00:00,Evening,Friday,Bronx,Uptown,23.5,43,Clear,Bus,43.6,4715,2,7,1,HIGH
2023-05-11 09:00:00,Morning,Saturday,Brooklyn,Highway,34.8,70,Cloudy,Motorbike,13.1,2757,4,8,1,MEDIUM
2023-05-11 10:00:00,Afternoon,Monday,Queens,Suburb,33.0,51,Stormy,Truck,20.7,2544,2,7,0,MEDIUM
2023-05-11 11:00:00,Evening,Thursday,Bronx,Industrial,27.8,87,Cloudy,Motorbike,61.3,130,1,4,0,LOW
2023-05-11 12:00:00,Afternoon,Tuesday,Brooklyn,Airport,32.1,35,Stormy,Bus,13.1,2292,2,4,1,MEDIUM
2023-05-11 13:00:00,Evening,Monday,Bronx,Highway,39.4,61,Foggy,Car,67.6,1889,2,5,0,MEDIUM
2023-05-11 14:00:00,Morning,Tuesday,Manhattan,Uptown,39.5,64,Windy,Bicycle,73.6,4751,4,1,0,HIGH
2023-05-11 15:00:00,Night,Friday,Bronx,Downtown,22.4,61,Windy,Motorbike,38.7,3954,4,3,0,MEDIUM
2023-05-11 16:00:00,Afternoon,Saturday,Queens,Airport,24.0,70,Cloudy,Bus,13.8,1696,0,1,1,MEDIUM
2023-05-11 17:00:00,Evening,Sunday,Queens,Highway,37.2,78,Cloudy,Car,44.7,4630,2,2,0,HIGH
2023-05-11 18:00:00,Night,Saturday,Bronx,Market,30.1,62,Cloudy,Truck,23.7,562,4,5,0,MEDIUM
2023-05-11 19:00:00,Evening,Wednesday,Bronx,Highway,17.0,86,Rainy,Bus,37.9,2981,2,8,0,MEDIUM
2023-05-11 20:00:00,Night,Tuesday,Bronx,Suburb,25.5,43,Rainy,Car,69.5,4139,4,6,0,HIGH
2023-05-11 21:00:00,Afternoon,Thursday,Manhattan,Highway,27.7,48,Foggy,Bicycle,45.0,3211,0,3,1,HIGH
2023-05-11 22:00:00,Afternoon,Friday,Brooklyn,Downtown,26.7,73,Rainy,Bicycle,49.7,1708,3,6,0,MEDIUM
2023-05-11 23:00:00,Evening,Friday,Brooklyn,Downtown,21.3,29,Rainy,Bus,55.7,3156,0,8,0,HIGH
2023-05-12 00:00:00,Evening,Monday,Queens,Highway,40.2,44,Foggy,Car,11.7,2538,3,2,0,MEDIUM
2023-05-12 01:00:00,Evening,Saturday,Brooklyn,Highway,29.3,56,Cloudy,Bus,28.3,931,1,2,1,MEDIUM
2023-05-12 02:00:00,Night,Thursday,Bronx,Market,31.2,26,Stormy,Car,24.8,1566,2,7,0,MEDIUM
2023-05-12 03:00:00,Night,Monday,Staten Island,Suburb,29.8,27,Cloudy,Car,63.3,1750,2,5,0,MEDIUM
2023-05-12 04:00:00,Afternoon,Sunday,Bronx,Downtown,17.2,59,Rainy,Car,75.9,3893,3,4,1,HIGH
2023-05-12 05:00:00,Morning,Saturday,Brooklyn,Airport,41.2,68,Cloudy,Motorbike,30.7,596,2,1,1,MEDIUM
2023-05-12 06:00:00,Night,Sunday,Brooklyn,Downtown,28.2,73,Clear,Bus,53.8,2316,3,5,0,MEDIUM
2023-05-12 07:00:00,Morning,Sunday,Staten Island,Market,19.0,37,Rainy,Motorbike,46.6,2365,1,4,0,MEDIUM
2023-05-12 08:00:00,Morning,Monday,Brooklyn,Suburb,33.4,69,Windy,Motorbike,26.5,4228,1,7,0,MEDIUM
2023-05-12 09:00:00,Night,Friday,Brooklyn,Industrial,15.6,62,Windy,Truck,43.9,4307,3,7,0,HIGH
2023-05-12 10:00:00,Evening,Monday,Queens,Airport,34.8,33,Clear,Bicycle,11.9,2509,3,6,0,MEDIUM
2023-05-12 11:00:00,Night,Saturday,Brooklyn,Uptown,31.8,39,Clear,Bus,18.3,4039,3,3,0,HIGH
2023-05-12 12:00:00,Evening,Saturday,Bronx,Downtown,32.6,66,Cloudy,Bus,47.4,602,0,2,0,LOW
2023-05-12 13:00:00,Evening,Wednesday,Bronx,Industrial,30.7,64,Foggy,Car,40.0,747,3,5,1,MEDIUM
2023-05-12 14:00:00,Afternoon,Sunday,Bronx,Suburb,36.5,48,Foggy,Truck,28.7,1443,4,5,0,MEDIUM
2023-05-12 15:00:00,Afternoon,Saturday,Staten Island,Industrial,39.3,69,Cloudy,Bus,69.2,904,2,9,1,LOW
2023-05-12 16:00:00,Morning,Saturday,Queens,Highway,26.0,90,Foggy,Truck,58.6,4543,2,4,0,HIGH
2023-05-12 17:00:00,Evening,Monday,Bronx,Market,18.6,89,Stormy,Truck,15.8,2537,2,2,0,MEDIUM
